method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,/Mod_Rewrite_Shop/RateProduct-1.html,,0,0,0,0,0,0,good
GET,/Global.asax.resx,,0,0,0,0,0,0,good
GET,/secured/office.htm,,0,0,0,0,0,0,good
GET,/login.php,,0,0,0,0,0,0,good
GET,/vendor/installed.json,,0,0,0,0,0,0,good
GET,/Default.asp,,0,0,0,0,0,0,good
GET,/images,,0,0,0,0,0,0,good
GET,/Login.asp?RetURL=/Search.asp%3F,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/details.php,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside.htm,,0,0,0,0,0,0,good
GET,/static/img/,,0,0,0,0,0,0,good
GET,/altoro,,0,0,0,0,0,0,good
GET,/Up2PLLBi,,0,0,0,0,0,0,good
GET,/Comments.aspx.resx,,0,0,0,0,0,0,good
GET,/jscripts/tiny_mce/,,0,0,0,0,0,0,good
GET,/static/app/partials/latest.html,,0,0,0,0,0,0,good
GET,/logout.aspx.resx,,0,0,0,0,0,0,good
GET,/ReadNews.aspx?id=2&NewsAd=ads/def.html,,0,0,0,0,0,0,good
GET,/bxss/cleanDatabase.php,,0,0,0,0,0,0,good
GET,/static/app/partials,,0,0,0,0,0,0,good
GET,/jscripts/tiny_mce/themes/simple/,,0,0,0,0,0,0,good
GET,/static/app/partials/about.html,,0,0,0,0,0,0,good
GET,/Images/,,0,0,0,0,0,0,good
GET,/,,0,0,0,0,0,0,good
